id,abany,abdefctw,abdefect,abhlth,abnomore,abpoor,abpoorw,abrape,age,anydoc,attend,born,childs,class,cohort,condom,conmedic,consci,degree,doc1,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc2,doc20,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doclist,docsui,educ,fund,fund16,godoc,harmgood,health,hlthinsr,hmo1,hmo2,hmo3,hmo4,hmo5,hmo6,hmo7,hospice,income98,knwnproz,letdie1,marital,natdrug,natdrugy,natheal,nathealy,notreat,nummen,numwomen,painmed,partners,partnrs5,partyid,polviews,proz1,proz2,proz3,proz4,proz5,proz6,proz7,proz8,proz9,prozac,prozfor1,prozfor2,prozfor3,prozkid1,prozkid2,prozkid3,prozslf1,prozslf2,prozslf3,prozslf4,psycdrct,psycfdoc,psyckid1,psyckid2,psyckid3,psycmed1,psycmed2,psycmed3,psycmed4,psycmed5,psycmed6,psycmed7,psycpsyc,pubagncy,race,reg16,region,relatsex,relig,relig16,religid,religkid,reliten,res16,rightref,rincom98,sei,sex,sexfreq,sexsex,sexsex5,size,srcbelt,stress,suicide1,suicide2,suicide3,suicide4,termecon,termemot,terminal,termpain,termpay,termrel,termvig,testdrug,trustsci,usedmntl,usedproz,usepsyc1,usepsyc2,usepsyc3,usepsyc4,useskill,wordsum,wrkstat,xnorcsiz,woman,region4
1758,no,,yes,yes,no,yes,,yes,19,,2-3x a month,yes,0,middle class,1979,used last time,only some,a great deal,lt high school,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,disagree,agree,agree,agree,uncertain,agree,uncertain,agree,uncertain,uncertain,agree,disagree,strongly agree,agree,,not agree/dsagre,10,fundamentalist,fundamentalist,,,poor,no not covered,dont know,dont know,dont know,dont know,dont know,dont know,dont know,stongly agree,$22500 to 24999,no,,never married,too much,,too little,,stongly agree,1,0,strong disagree,1 partner,1 partner,not str republican,conservative,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,yes,dont know,,,very unlikely,very unlikely,very unlikely,strong disagree,strong disagree,strong disagree,strong disagree,somewht unlikely,somewht unlikely,somewhat likely,somewht unlikely,very likely,disagree,agree,not agree/dsagre,agree,agree,agree,agree,somewhat likely,no,black,w  nor central,w  nor central,"yes, in relationship",protestant,protestant,,,not very strong,city gt 250000,stongly agree,under $1 000,33.099998,female,2-3 times a month,exclusively male,exclusively male,434,smsa's 13-100,,,,,,not agree/dsagre,agree,no,not agree/dsagre,not agree/dsagre,not agree/dsagre,vignette e,not agree/dsagre,,,no,somewhat likely,somewhat likely,somewhat likely,very unlikely,,7,"unempl, laid off",city gt 250000,Woman,Midwest
1759,no,,no,yes,no,yes,,yes,58,yes,,yes,3,working class,1940,used last time,a great deal,only some,high school,uncertain,uncertain,agree,disagree,disagree,disagree,strong disagree,agree,disagree,agree,agree,agree,agree,uncertain,agree,agree,disagree,,disagree,disagree,yes,strong disagree,12,moderate,fundamentalist,,,good,yes covered,dont know,agree,dont know,not agree/dsagre,dont know,dont know,disagree,agree,$10000 to 12499,no,,divorced,,too little,,about right,agree,6,0,agree,2 partners,3 partners,strong democrat,slghtly conservative,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,cant choose,yes,1,,,very unlikely,very unlikely,very unlikely,strong disagree,strong disagree,strong disagree,strong disagree,very unlikely,very unlikely,very unlikely,very unlikely,very unlikely,dont know,agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,agree,disagree,very unlikely,,black,w  nor central,w  nor central,"yes, in relationship",protestant,protestant,,,somewhat strong,city gt 250000,agree,$10000 to 12499,38.900002,female,2-3 times a month,exclusively male,exclusively male,434,smsa's 13-100,hardly ever,,,,,agree,agree,no,agree,agree,agree,vignette f,agree,,no,no,very unlikely,very unlikely,very unlikely,very unlikely,a lot,6,working parttime,city gt 250000,Woman,Midwest
176,no,,yes,yes,yes,yes,,yes,44,,sevrl times a yr,yes,3,working class,1954,,,,high school,,,,,,,,,,,,,,,,,,,,,,,13,moderate,fundamentalist,no,,excellent,,,,,,,,,,$75000 to $89999,,dk,married,,too little,,too little,,0,0,,no partners,no partners,not str republican,slghtly conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,south atlantic,middle atlantic,,protestant,protestant,fundamentalist,,,city gt 250000,,$30000 to 34999,36.099998,female,not at all,,,15,"suburb, 12 lrgst",,no,no,no,no,,,,,,,,,,,,,,,,,0,working fulltime,"suburb, lrg city",Woman,Northeast
1760,no,,no,yes,no,yes,,yes,37,,2-3x a month,yes,0,working class,1961,used last time,,,high school,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,,disagree,12,liberal,liberal,,,good,no not covered,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,under $1 000,,no,never married,too little,,too little,,agree,,,agree,2 partners,"1 or more, dk #","ind,near dem",moderate,,,,,,,,,,no,,,,,,,,,,,somewht unlikely,somewht unlikely,very unlikely,very unlikely,very unlikely,disagree,agree,disagree,disagree,disagree,disagree,disagree,dont know,,black,w  nor central,w  nor central,"no, no relationship",protestant,protestant,,,strong,city gt 250000,agree,under $1 000,27.5,male,,exclusively male,,434,smsa's 13-100,,no,no,no,no,agree,agree,no,agree,agree,agree,vignette a,agree,,,,very unlikely,very unlikely,very unlikely,very unlikely,almost all,5,working parttime,city gt 250000,Man,Midwest
1761,,dk,,,,,dk,,43,,never,yes,2,working class,1955,not used,a great deal,a great deal,lt high school,,,,,,,,,,,,,,,,,,,,,,,11,fundamentalist,fundamentalist,no,neither agree nor disagree,good,,,,,,,,,,$20000 to 22499,,yes,married,,too little,,too little,,,,,1 partner,1 partner,strong democrat,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,w  nor central,w  nor central,"yes, in relationship",protestant,protestant,none,no religion,somewhat strong,50000 to 250000,,$10000 to 12499,43.299999,male,4+ per week,exclusively female,exclusively female,434,smsa's 13-100,,yes,no,no,no,,,,,,,,,strongly agree,,,,,,,,0,working fulltime,city gt 250000,Man,Midwest
1762,no,not wrong at all,yes,yes,no,no,always wrong,yes,68,,more thn once wk,yes,eight or more,middle class,1930,not used,,,high school,,,,,,,,,,,,,,,,,,,,,,,12,fundamentalist,fundamentalist,no,disagree,good,,,,,,,,,,$22500 to 24999,,no,married,too little,,too little,,,1,0,,1 partner,1 partner,not str democrat,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,w  nor central,w  nor central,"yes, in relationship",protestant,protestant,evangelical,protestant,strong,city gt 250000,,,,female,weekly,exclusively male,exclusively male,434,smsa's 13-100,,no,no,no,no,,,,,,,,,agree,,,,,,,,0,keeping house,city gt 250000,Woman,Midwest
1763,no,wrong only sometimes,yes,yes,no,no,always wrong,yes,31,,sevrl times a yr,yes,3,working class,1967,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,12,fundamentalist,fundamentalist,no,dk,good,,,,,,,,,,$30000 to 34999,,,divorced,,too much,,too little,,7,0,,1 partner,2 partners,strong democrat,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,w  nor central,w  nor central,"yes, in relationship",protestant,protestant,none,protestant,somewhat strong,city gt 250000,,$30000 to 34999,73.599998,female,2-3 per week,exclusively male,exclusively male,434,smsa's 13-100,,,,,,,,,,,,,,agree,,,,,,,,0,working fulltime,city gt 250000,Woman,Midwest
1764,,,,,,,,,65,know know,more thn once wk,yes,6,working class,1933,not used,only some,,high school,agree,disagree,agree,disagree,disagree,disagree,uncertain,agree,disagree,uncertain,uncertain,uncertain,disagree,agree,disagree,uncertain,disagree,disagree,disagree,agree,yes,strong disagree,10,fundamentalist,fundamentalist,,,good,yes covered,dont know,dont know,dont know,dont know,dont know,dont know,dont know,dont know,$10000 to 12499,,no,married,too little,,too little,,dont know,4,0,dont know,1 partner,1 partner,strong democrat,extrmly conservative,,,,,,,,,,no,,,,,,,,,,,somewhat likely,somewht unlikely,very unlikely,very unlikely,very unlikely,dont know,dont know,dont know,dont know,dont know,dont know,dont know,somewhat likely,no,black,w  nor central,w  nor central,"yes, in relationship",protestant,protestant,,,strong,town lt 50000,agree,,54.5,female,once or twice,exclusively male,exclusively male,434,smsa's 13-100,,no,no,no,no,disagree,not agree/dsagre,yes othr relatve,not agree/dsagre,not agree/dsagre,agree,vignette c,1,,no,,very unlikely,very unlikely,very unlikely,very unlikely,,5,retired,city gt 250000,Woman,Midwest
1765,no,,yes,yes,no,no,,yes,72,yes,nrly every week,yes,7,working class,1926,not used,,,lt high school,agree,uncertain,agree,uncertain,disagree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,disagree,uncertain,disagree,disagree,agree,uncertain,yes,disagree,11,moderate,moderate,,,good,yes covered,agree,disagree,agree,not agree/dsagre,agree,disagree,disagree,agree,$30000 to 34999,,yes,married,,too little,,too little,agree,,25,agree,1 partner,"1 or more, dk #",not str democrat,moderate,,,,,,,,,,not sure,,,,,,,,,,,somewhat likely,somewht unlikely,very unlikely,very unlikely,very unlikely,dont know,dont know,dont know,dont know,dont know,dont know,dont know,somewhat likely,,black,w  sou central,w  nor central,,protestant,protestant,,,strong,farm,agree,,27.700001,male,weekly,,,434,smsa's 13-100,sometimes,no,no,no,no,not agree/dsagre,agree,yes immed reltve,agree,agree,agree,vignette b,agree,,no,,very unlikely,very unlikely,very unlikely,very unlikely,,6,retired,city gt 250000,Man,Midwest
1766,no,always wrong,no,yes,no,no,always wrong,no,52,,never,yes,3,middle class,1946,not used,only some,only some,lt high school,,,,,,,,,,,,,,,,,,,,,,,11,fundamentalist,fundamentalist,no,,fair,,,,,,,,,,,,,divorced,about right,,about right,,,0,dk,,1 partner,"1 or more, dk #",independent,slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,w  nor central,w  nor central,"yes, in relationship",protestant,protestant,none,dk,not very strong,farm,,under $1 000,29.200001,male,weekly,exclusively female,exclusively female,434,smsa's 13-100,,,,,,,,,,,,,,,,,,,,,,0,"unempl, laid off",city gt 250000,Man,Midwest
1767,,,,,,,,,28,no,never,yes,0,working class,1970,not used,only some,only some,high school,agree,agree,agree,agree,agree,agree,agree,agree,uncertain,uncertain,agree,uncertain,,uncertain,disagree,disagree,disagree,uncertain,uncertain,uncertain,no,stongly agree,13,liberal,liberal,,,good,yes covered,not agree/dsagre,agree,agree,agree,not agree/dsagre,dont know,dont know,stongly agree,$6 000 to 6 999,yes,yes,separated,,too little,,too little,stongly agree,,,stongly agree,4 partners,4 partners,independent,moderate,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,yes,2,,,dk,dk,dk,agree,agree,agree,agree,very likely,somewht unlikely,dont know,dont know,dont know,disagree,disagree,disagree,agree,agree,agree,agree,somewht unlikely,no,white,mountain,mountain,"no, no relationship",none,none,,,no religion,50000 to 250000,stongly agree,,,male,2-3 times a month,exclusively female,exclusively female,468,smsa's 13-100,,yes,no,no,no,not agree/dsagre,disagree,no,disagree,agree,strong disagree,vignette d,agree,,yes,no,very likely,very likely,very likely,very likely,,7,,city gt 250000,Man,West
1768,yes,,yes,yes,yes,yes,,yes,25,no,never,yes,0,lower class,1973,used last time,a great deal,a great deal,high school,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,disagree,disagree,yes,stongly agree,12,liberal,liberal,,,good,yes covered,agree,agree,agree,not agree/dsagre,not agree/dsagre,disagree,disagree,stongly agree,$5 000 to 5 999,yes,,never married,,too little,,too little,stongly agree,300,0,stongly agree,21-100 partners,more than 100 partners,not str democrat,slightly liberal,disagree,disagree,disagree,agree,not agree/dsagre,agree,strongly agree,disagree,not agree/dsagre,yes,2,,,dk,dk,dk,agree,strongly agree,strongly agree,strongly agree,very likely,somewht unlikely,dont know,dont know,dont know,strong disagree,strong disagree,strong disagree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat likely,no,white,mountain,mountain,"no, no relationship",none,protestant,,,no religion,city gt 250000,stongly agree,,,male,4+ per week,exclusively male,exclusively male,468,smsa's 13-100,,,,,,agree,agree,yes friend,agree,agree,,vignette f,agree,,yes,yes,very likely,very likely,very likely,very likely,,9,,city gt 250000,Man,West
1769,no,,yes,yes,no,no,,yes,64,no,never,yes,3,,1934,not used,,,lt high school,strongly agree,uncertain,strong disagree,strongly agree,strongly agree,strongly agree,strongly agree,strong disagree,strongly agree,agree,disagree,disagree,strong disagree,disagree,disagree,strong disagree,disagree,agree,strongly agree,strongly agree,no,strong disagree,11,liberal,liberal,,,poor,yes covered,strong disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,stongly agree,$6 000 to 6 999,yes,no,widowed,,too little,,too much,agree,51,,stongly agree,no partners,no partners,strong democrat,moderate,disagree,cant choose,agree,agree,disagree,not agree/dsagre,not agree/dsagre,disagree,agree,yes,9,,,very unlikely,very unlikely,very unlikely,strong disagree,strong disagree,strong disagree,disagree,somewhat likely,somewht unlikely,very unlikely,very unlikely,very unlikely,disagree,disagree,agree,not agree/dsagre,agree,agree,agree,very likely,no,white,mountain,mountain,"no, no relationship",none,protestant,,,no religion,"country,nonfarm",stongly agree,,37.700001,female,once a month,,,468,smsa's 13-100,,yes,no,no,no,stongly agree,strong disagree,self and one,strong disagree,stongly agree,disagree,vignette b,1,,no,no,mixed,mixed,mixed,very likely,,5,,city gt 250000,Woman,West
177,,,,,,,,,36,,lt once a year,yes,0,middle class,1962,,only some,only some,junior college,,,,,,,,,,,,,,,,,,,,,,,14,moderate,moderate,no,,good,,,,,,,,,,,,yes,never married,too much,,too little,,,0,0,,no partners,no partners,not str republican,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,middle atlantic,middle atlantic,,catholic,catholic,,,not very strong,city gt 250000,,refused,76.300003,male,not at all,,,15,"suburb, 12 lrgst",,yes,no,no,no,,,,,,,,,,,,,,,,,0,working fulltime,"suburb, lrg city",Man,Northeast
1770,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,22,,never,yes,0,middle class,1976,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,15,liberal,liberal,no,strongly disagree,excellent,,,,,,,,,,$12500 to 14999,,,never married,too much,,too little,,,0,3,,1 partner,3 partners,independent,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,middle atlantic,mountain,"yes, in relationship",none,protestant,,protestant,no religion,50000 to 250000,,$12500 to 14999,27.5,male,4+ per week,exclusively female,both male and female,468,smsa's 13-100,,,,,,,,,,,,,,strong disagree,,,,,,,,0,working fulltime,city gt 250000,Man,West
1771,yes,,yes,yes,no,yes,,yes,26,no,never,yes,0,lower class,1972,not used,,,high school,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,uncertain,disagree,disagree,disagree,disagree,uncertain,agree,uncertain,no,stongly agree,12,liberal,moderate,,,good,yes covered,dont know,dont know,agree,not agree/dsagre,not agree/dsagre,agree,disagree,stongly agree,$10000 to 12499,yes,yes,never married,about right,,too little,,stongly agree,,0,stongly agree,1 partner,1 partner,independent,slightly liberal,cant choose,cant choose,disagree,agree,agree,not agree/dsagre,agree,cant choose,cant choose,yes,2,,,dk,dk,dk,cant choose,cant choose,agree,cant choose,dont know,mixed,dont know,dont know,dont know,disagree,dont know,disagree,agree,agree,agree,agree,mixed,no,white,mountain,mountain,"yes, in relationship",none,catholic,,,no religion,city gt 250000,stongly agree,,32.400002,male,2-3 per week,exclusively male,exclusively male,468,smsa's 13-100,,yes,no,no,yes,stongly agree,stongly agree,self and one,not agree/dsagre,stongly agree,disagree,vignette a,agree,,yes,no,dont know,somewhat likely,somewhat likely,somewhat likely,,7,,city gt 250000,Man,West
1772,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,21,,never,yes,0,working class,1977,used last time,,,high school,,,,,,,,,,,,,,,,,,,,,,,15,liberal,moderate,yes,strongly disagree,excellent,,,,,,,,,,$22500 to 24999,,yes,never married,,too little,,too little,,9,0,,3 partners,5-10 partners,"ind,near dem",slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,mountain,mountain,"yes, in relationship",none,protestant,,protestant,no religion,town lt 50000,,$22500 to 24999,32.400002,female,weekly,exclusively male,exclusively male,468,smsa's 13-100,,yes,no,no,no,,,,,,,,,strong disagree,,,,,,,,0,working fulltime,city gt 250000,Woman,West
1773,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,48,,2-3x a month,yes,0,lower class,1950,not used,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,15,liberal,,no,disagree,good,,,,,,,,,,$5 000 to 5 999,,,never married,,about right,,about right,,100,10,,1 partner,2 partners,strong democrat,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,pacific,mountain,"yes, in relationship",jewish,protestant,,protestant,not very strong,50000 to 250000,,,33.599998,female,,exclusively male,exclusively male,468,smsa's 13-100,,,,,,,,,,,,,,agree,,,,,,,,0,,city gt 250000,Woman,West
1774,,,yes,yes,yes,yes,,yes,25,no,never,yes,0,middle class,1973,used last time,only some,only some,high school,agree,agree,agree,disagree,disagree,agree,disagree,agree,disagree,agree,agree,uncertain,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,yes,dk,13,liberal,liberal,,,good,yes covered,not agree/dsagre,not agree/dsagre,agree,not agree/dsagre,not agree/dsagre,disagree,not agree/dsagre,agree,$5 000 to 5 999,yes,,never married,about right,,too little,,agree,dk,1,dont know,11-20 partners,21-100 partners,"ind,near dem",slightly liberal,disagree,disagree,disagree,agree,agree,agree,agree,cant choose,cant choose,yes,2,,,dk,dk,dk,agree,agree,strongly agree,cant choose,very likely,mixed,dont know,dont know,dont know,strong disagree,strong disagree,strong disagree,strong disagree,strongly agree,strongly agree,strongly agree,somewhat likely,,white,pacific,mountain,"no, no relationship",none,jewish,,,no religion,city gt 250000,agree,,,female,4+ per week,exclusively male,exclusively male,468,smsa's 13-100,,,,,,stongly agree,stongly agree,yes friend,dont know,stongly agree,strong disagree,vignette e,agree,,yes,no,somewhat likely,very likely,very likely,very likely,,6,,city gt 250000,Woman,West
1775,no,,no,no,no,no,,no,35,yes,nrly every week,yes,2,working class,1963,not used,a great deal,a great deal,junior college,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,disagree,disagree,yes,strong disagree,14,,moderate,,,excellent,yes covered,disagree,agree,agree,disagree,disagree,agree,disagree,agree,$60000 to 74999,no,,married,too little,,about right,,agree,0,1,not agree/dsagre,1 partner,1 partner,not str republican,extrmly conservative,cant choose,agree,disagree,agree,agree,agree,cant choose,disagree,cant choose,yes,50,,,very unlikely,very unlikely,very unlikely,strong disagree,strong disagree,strong disagree,agree,somewhat likely,somewht unlikely,very unlikely,very unlikely,very unlikely,dont know,dont know,disagree,agree,agree,agree,agree,somewhat likely,,white,mountain,mountain,"yes, in relationship",chrsitian,catholic,,,strong,big-city suburb,agree,$40000 to 49999,48.5,male,2-3 times a month,exclusively female,exclusively female,75,"suburb, 13-100",often,,,,,stongly agree,stongly agree,yes othr relatve,disagree,agree,stongly agree,vignette e,agree,,no,no,very unlikely,very unlikely,very unlikely,somewhat likely,a little,3,working fulltime,"suburb, lrg city",Man,West
